2021-10-22T00:00:00,uk oil prices,_field_price,64.93
2021-10-23T00:00:00,uk oil prices,_field_price,64.25
2021-10-24T00:00:00,uk oil prices,_field_price,64.03
2021-10-22T00:00:00,uk oil prices,_field_price,64.93
2021-10-23T00:00:00,uk oil prices,_field_price,64.25
2021-10-24T00:00:00,uk oil prices,_field_price,64.03
2021-10-25T00:00:00,uk oil prices,_field_price,63.99
2021-10-26T00:00:00,uk oil prices,_field_price,63.72
2021-10-27T00:00:00,uk oil prices,_field_price,63.59
2021-10-28T00:00:00,uk oil prices,_field_price,63.4
2021-10-29T00:00:00,uk oil prices,_field_price,63.05
2021-10-30T00:00:00,uk oil prices,_field_price,62.87
2021-10-31T00:00:00,uk oil prices,_field_price,63.39
2021-11-01T00:00:00,uk oil prices,_field_price,63.22
2021-11-02T00:00:00,uk oil prices,_field_price,62.78
2021-11-03T00:00:00,uk oil prices,_field_price,63.24
2021-11-04T00:00:00,uk oil prices,_field_price,63.26
2021-11-05T00:00:00,uk oil prices,_field_price,62.83
2021-11-06T00:00:00,uk oil prices,_field_price,62.97
2021-11-07T00:00:00,uk oil prices,_field_price,62.9
2021-11-08T00:00:00,uk oil prices,_field_price,62.99
2021-11-09T00:00:00,uk oil prices,_field_price,63.09
2021-11-10T00:00:00,uk oil prices,_field_price,62.96
2021-11-11T00:00:00,uk oil prices,_field_price,62.46
2021-11-12T00:00:00,uk oil prices,_field_price,62.09
2021-11-13T00:00:00,uk oil prices,_field_price,61.23
2021-11-14T00:00:00,uk oil prices,_field_price,61.18
2021-11-15T00:00:00,uk oil prices,_field_price,61.29
2021-11-16T00:00:00,uk oil prices,_field_price,61.07
2021-11-17T00:00:00,uk oil prices,_field_price,60.32
2021-11-18T00:00:00,uk oil prices,_field_price,60.35
2021-11-19T00:00:00,uk oil prices,_field_price,59.16
2021-11-20T00:00:00,uk oil prices,_field_price,58.79
2021-11-21T00:00:00,uk oil prices,_field_price,58.63
2021-11-22T00:00:00,uk oil prices,_field_price,58.57
2021-11-23T00:00:00,uk oil prices,_field_price,58.39
2021-11-24T00:00:00,uk oil prices,_field_price,58.68
2021-11-25T00:00:00,uk oil prices,_field_price,58.85
2021-11-26T00:00:00,uk oil prices,_field_price,59.01
2021-11-27T00:00:00,uk oil prices,_field_price,59.12
2021-11-28T00:00:00,uk oil prices,_field_price,59.38
2021-11-29T00:00:00,uk oil prices,_field_price,59.5
2021-11-30T00:00:00,uk oil prices,_field_price,60.02
2021-12-01T00:00:00,uk oil prices,_field_price,59.52
2021-12-02T00:00:00,uk oil prices,_field_price,58.76
2021-12-03T00:00:00,uk oil prices,_field_price,58.7
2021-12-04T00:00:00,uk oil prices,_field_price,58.75
2021-12-05T00:00:00,uk oil prices,_field_price,58.67
2021-12-06T00:00:00,uk oil prices,_field_price,58.85
2021-12-07T00:00:00,uk oil prices,_field_price,59.2
2021-12-08T00:00:00,uk oil prices,_field_price,59.5
2021-12-09T00:00:00,uk oil prices,_field_price,62.48
2021-12-10T00:00:00,uk oil prices,_field_price,64.43
2021-12-11T00:00:00,uk oil prices,_field_price,64.73
2021-12-12T00:00:00,uk oil prices,_field_price,64.29
2021-12-13T00:00:00,uk oil prices,_field_price,64.52
2021-12-14T00:00:00,uk oil prices,_field_price,64.6
2021-12-15T00:00:00,uk oil prices,_field_price,64.28
2021-12-16T00:00:00,uk oil prices,_field_price,64.06
2021-12-17T00:00:00,uk oil prices,_field_price,63.71
2021-12-18T00:00:00,uk oil prices,_field_price,64.19
2021-12-19T00:00:00,uk oil prices,_field_price,63.82
2021-12-20T00:00:00,uk oil prices,_field_price,63.76
2021-12-21T00:00:00,uk oil prices,_field_price,63.23
2021-12-22T00:00:00,uk oil prices,_field_price,62.37
2021-12-23T00:00:00,uk oil prices,_field_price,62.83
2021-12-24T00:00:00,uk oil prices,_field_price,61.88
2021-12-25T00:00:00,uk oil prices,_field_price,61.77
2021-12-26T00:00:00,uk oil prices,_field_price,61.78
2021-12-27T00:00:00,uk oil prices,_field_price,61.76
2021-12-28T00:00:00,uk oil prices,_field_price,61.73
2021-12-29T00:00:00,uk oil prices,_field_price,61.6
2021-12-30T00:00:00,uk oil prices,_field_price,61.8
2021-12-31T00:00:00,uk oil prices,_field_price,61.61
2022-01-01T00:00:00,uk oil prices,_field_price,61.46
2022-01-02T00:00:00,uk oil prices,_field_price,61.36
2022-01-03T00:00:00,uk oil prices,_field_price,61.34
2022-01-04T00:00:00,uk oil prices,_field_price,61.46
2022-01-05T00:00:00,uk oil prices,_field_price,61.45
2022-01-06T00:00:00,uk oil prices,_field_price,61.73
2022-01-07T00:00:00,uk oil prices,_field_price,61.27
2022-01-08T00:00:00,uk oil prices,_field_price,61.45
2022-01-09T00:00:00,uk oil prices,_field_price,61.39
2022-01-10T00:00:00,uk oil prices,_field_price,61.4
2022-01-11T00:00:00,uk oil prices,_field_price,61.96
2022-01-12T00:00:00,uk oil prices,_field_price,61.49
2022-01-13T00:00:00,uk oil prices,_field_price,61.54
2022-01-14T00:00:00,uk oil prices,_field_price,61.72
2022-01-15T00:00:00,uk oil prices,_field_price,61.82
2022-01-16T00:00:00,uk oil prices,_field_price,61.76
2022-01-17T00:00:00,uk oil prices,_field_price,61.8
2022-01-18T00:00:00,uk oil prices,_field_price,62.58
2022-01-19T00:00:00,uk oil prices,_field_price,63.17
2022-01-20T00:00:00,uk oil prices,_field_price,63.57
2022-01-21T00:00:00,uk oil prices,_field_price,63.34
2022-01-22T00:00:00,uk oil prices,_field_price,62.61
2022-01-23T00:00:00,uk oil prices,_field_price,62.63
2022-01-24T00:00:00,uk oil prices,_field_price,62.71
2022-01-25T00:00:00,uk oil prices,_field_price,62.88
2022-01-26T00:00:00,uk oil prices,_field_price,62.73
2022-01-27T00:00:00,uk oil prices,_field_price,63.02
2022-01-28T00:00:00,uk oil prices,_field_price,63.59
2022-01-29T00:00:00,uk oil prices,_field_price,64.69
2022-01-30T00:00:00,uk oil prices,_field_price,64.69
2022-01-31T00:00:00,uk oil prices,_field_price,64.88
2022-02-01T00:00:00,uk oil prices,_field_price,65.43
2022-02-02T00:00:00,uk oil prices,_field_price,65.28
2022-02-03T00:00:00,uk oil prices,_field_price,64.94
2022-02-04T00:00:00,uk oil prices,_field_price,64.93
2022-02-05T00:00:00,uk oil prices,_field_price,67.7
2022-02-06T00:00:00,uk oil prices,_field_price,67.88
2022-02-07T00:00:00,uk oil prices,_field_price,67.9
2022-02-08T00:00:00,uk oil prices,_field_price,68.5
2022-02-09T00:00:00,uk oil prices,_field_price,67.98
2022-02-10T00:00:00,uk oil prices,_field_price,66.66
2022-02-11T00:00:00,uk oil prices,_field_price,66.22
2022-02-12T00:00:00,uk oil prices,_field_price,66.12
2022-02-13T00:00:00,uk oil prices,_field_price,65.96
2022-02-14T00:00:00,uk oil prices,_field_price,65.72
2022-02-15T00:00:00,uk oil prices,_field_price,66.81
2022-02-16T00:00:00,uk oil prices,_field_price,67.12
2022-02-17T00:00:00,uk oil prices,_field_price,66.77
2022-02-18T00:00:00,uk oil prices,_field_price,65.99
2022-02-19T00:00:00,uk oil prices,_field_price,66.89
2022-02-20T00:00:00,uk oil prices,_field_price,67.38
2022-02-21T00:00:00,uk oil prices,_field_price,67.33
2022-02-22T00:00:00,uk oil prices,_field_price,66.94
2022-02-23T00:00:00,uk oil prices,_field_price,68.6
2022-02-24T00:00:00,uk oil prices,_field_price,68.66
2022-02-25T00:00:00,uk oil prices,_field_price,77.85
2022-02-26T00:00:00,uk oil prices,_field_price,82.4
2022-02-27T00:00:00,uk oil prices,_field_price,82.52
2022-02-28T00:00:00,uk oil prices,_field_price,82.82
2022-03-01T00:00:00,uk oil prices,_field_price,84.63
2022-03-02T00:00:00,uk oil prices,_field_price,88.33
2022-03-03T00:00:00,uk oil prices,_field_price,100.81
2022-03-04T00:00:00,uk oil prices,_field_price,109.24
2022-03-05T00:00:00,uk oil prices,_field_price,112.74
